track_name,track_id,artist_name,artist_id,lyrics
hoax,5793957,Taylor Swift,1177,"[Verse 1]
My only one
My smoking gun
My eclipsed sun
This has broken me down
My twisted knife
My sleepless night
My winless fight
This has frozen my ground
[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do
[Verse 2]
My best laid plan
Your sleight of hand
My barren land
I am ash from your fire
[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do
[Bridge]
You know I left a part of me back in New York
You knew the hero died so what's the movie for?
You knew it still hurts underneath my scars
From when they pulled me apart
You knew the password so I let you in the door
You knew you won so what's the point of keeping score?
You knew it still hurts underneath my scars
From when they pulled me apart
But what you did was just as dark
(Ah, ah, ah)
Darling, this was just as hard
As when they pulled me apart
[Outro]
My only one
My kingdom come undone
My broken drum
You have beaten my heart
Don't want no other shade of blue but you
No other sadness in the world would do"
Lavender Haze,8442190,Taylor Swift,1177,"[Intro]
Meet me at midnight
[Verse 1]
Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia
[Pre-Chorus]
I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)
[Chorus]
I feel
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
[Verse 2]
All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife
[Pre-Chorus]
I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)
[Chorus]
I feel
The lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
[Post-Chorus]
That lavender haze
[Bridge]
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
[Chorus]
I feel (I feel)
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze
[Outro]
Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze"
Wildest Dreams,551256,Taylor Swift,1177,"[Verse 1]
He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down
[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is
[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
[Verse 2]
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is
[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
[Bridge]
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
[Breakdown]
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend
[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha"
"no body, no crime",6260165,Taylor Swift,1177,"[Intro: HAIM]
He did it
He did it
[Verse 1: Taylor Swift]
Este's a friend of mine
We meet up every Tuesday night for dinner and a glass of wine
Este's been losin' sleep
Her husband's actin' different and it smells like infidelity
She says, ""That ain't my Merlot on his mouth
That ain't my jewelry on our joint account""
No, there ain't no doubt
I think I'm gonna call him out
[Chorus: Taylor Swift & HAIM]
She says, ""I think he did it, but I just can't prove it""
I think he did it, but I just can't prove it
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die
[Post-Chorus: HAIM]
No, no
I think he did it
No, no
He did it
[Verse 2: Taylor Swift]
Este wasn't there Tuesday night at Olive Gardеn
At her job or anywhere
Hе reports his missing wife
And I noticed when I passed his house
His truck has got some brand new tires
And his mistress moved in
Sleeps in Este's bed and everything
No, there ain't no doubt
Somebody's gotta catch him out 'cause
[Chorus: Taylor Swift &
HAIM
]
I think he did it, but I just can't prove it
(He did it)
I think he did it, but I just can't prove it
(He did it)
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die
[Post-Chorus: HAIM &
Taylor Swift
]
No, no
I think he did it
No, no
He did it
[Bridge: Taylor Swift &
Danielle Haim
]
Good thing my daddy made me get a boating license when I was fifteen
And I've cleaned enough houses to know how to cover up a scene
Good thing Este's sister's gonna swear she was with me (
She was with me, dude
)
Good thing his mistress took out a big life insurance policy
[Chorus: Taylor Swift]
They think she did it, but they just can't prove it
They think she did it, but they just can't prove it
She thinks I did it, but she just can't prove it
[Outro: Taylor Swift & HAIM]
No, no body, no crime
I wasn't lettin' up until the day he
No, no body, no crime
I wasn't lettin' up until the day he
No, no body, no crime
I wasn't lettin' up until the day he died"
I Did Something Bad,3306083,Taylor Swift,1177,"[Verse 1]
I never trust a narcissist, but they love me
So I play 'em like a violin
And I make it look, oh, so easy
'Cause for every lie I tell them, they tell me three
This is how the world works
Now all he thinks about is me
[Pre-Chorus]
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothin'
I don't regret it one bit 'cause he had it comin'
[Chorus]
They say I did somethin' bad
Then why's it feel so good?
They say I did somethin' bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da, da
[Verse 2]
I never trust a playboy, but they love me
So I fly 'em all around the world
And I let them think they saved me
They never see it comin', what I do next
This is how the world works
You gotta leave before you get left
[Pre-Chorus]
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'
[Chorus]
They say I did somethin' bad (
Da-da
)
Then why's it feel so good?
They say I did somethin' bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
(It just felt so good)
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da, da
[Bridge]
They're burning all the witches, even if you aren't one
They got their pitchforks and proof, their receipts and reasons
They're burning all the witches, even if you aren't one
So light me up (Light me up), light me up (Light me up)
Light me up, go ahead and light me up (Light me up)
Light me up (Light me up), light me up (Light me up)
Light me up (Light me up), light me up
[Chorus]
They say I did somethin' bad (Oh)
Then why's it feel so good? (So good)
They say I did somethin' bad
But why's it feel so (Good) good?
Most fun I ever had (Most fun I ever had)
And I'd do it over and over and over again if I could
It just felt so good (Good), good
[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
(Bad)
Ra-di-di-di-di-di-di-di-di-di-da-da
Oh, they say I did somethin' bad (They say I did somethin' bad)
Ra-di-di-di-di-di-di-di-di-di-da-da
Then why's it feel so good, good?
[Outro]
So good (Bad), why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good"
epiphany,5793963,Taylor Swift,1177,"[Verse 1]
Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about
[Chorus]
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out
[Verse 2]
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about
[Bridge]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen
[Chorus]
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
[Outro]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen"
Bejeweled,8485915,Taylor Swift,1177,"[Verse 1]
Baby love, I think I've been a little too kind
Didn't notice you walkin' all over my peace of mind
In the shoes I gave you as a present
Puttin' someone first only works when you're in their top five
And by the way, I'm goin' out tonight
[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put mе in the basement
Whеn I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice
[Post-Chorus]
Nice
[Verse 2]
Baby boy, I think I've been too good of a girl (Too good of a girl)
Did all the extra credit, then got graded on a curve
I think it's time to teach some lessons
I made you my world (Huh), have you heard? (Huh)
I can reclaim the land
And I miss you (Miss you), but I miss sparklin' (Nice)
[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice
[Post-Chorus]
Nice
[Bridge]
Sapphire tears on my face
Sadness became my whole sky
But some guy said my aura's moonstone
Just 'cause he was high
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do?
A diamond's gotta shine
[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer (Shimmer)
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real (Nice), I polish up real nice
[Outro]
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do? What's a girl gonna do?
I polish up nice
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer"
I Can See You (Taylor’s Version) [From The Vault],4499979,Taylor Swift,1177,"[Intro]
I-I-I-I
[Verse 1]
You brush past me in the hallway
And you don't think I, I, I can see ya, do ya?
I’ve been watchin' you for ages
And I spend my time tryin' not to feel it
[Pre-Chorus]
But what would you do if I went to touch you now?
What would you do if they never found us out?
What would you do if we never made a sound?
[Chorus]
’Cause I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew
That I can see you
[Post-Chorus]
I-I-I-I
[Verse 2]
And we kept everything professional
But something's changed, it's somethin' I, I like
They keep watchful eyes on us
So it's best that we move fast and keep quiet
You won't believe half the things I see inside my head
Wait 'til you see half the things that haven’t happened yet
[Pre-Chorus]
But what would you do if I went to touch you now?
What would you do if they never found us out?
What would you do if we never made a sound?
[Chorus]
’Cause I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew, oh, oh, oh
That I could see you throw your jacket on the floor
I could see you, make me want you even more
What would you do? Baby, if you only knew
That I can see you
[Post-Chorus]
I-I-I-I
[Bridge]
I can see you in your suit and your necktie
Passed me a note sayin’, ""Meet me tonight""
Then we kiss and you know I won't ever tell, yeah
And I could see you being my addiction
You can see me as a secret mission
Hide away and I will start behaving myself
[Pre-Chorus]
I-I-I-I
Oh-oh, oh, oh
[Chorus]
I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew, oh
That I could see you throw your jacket on the floor
I could see you, make me want you even more
What would you do? Baby, if you only knew
That I can see you, oh, I can see you
[Outro]
Oh, I see you, I see you, baby
I see you
(I-I-I-I) I see you, I see you, baby
Oh, baby"
Miss Americana & The Heartbreak Prince,4765976,Taylor Swift,1177,"[Verse 1]
You know I adore you, I'm crazier for you
Than I was at sixteen, lost in a film scene
Waving homecoming queens, marching band playing
I'm lost in the lights
American glory faded before me
Now I'm feeling hopeless, ripped up my prom dress
Running through rose thorns, I saw the scoreboard
And ran for my life (Ah)
[Pre-Chorus]
No cameras catch my pageant smile
I counted days, I counted miles
To see you there, to see you there
It's been a long time coming, but
[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you
[Verse 2]
My team is losing, battered and bruising
I see the high fives between the bad guys
Leave with my head hung, you are the only one
Who seems to care
American stories burning before me
I'm feeling helpless, the damsels are depressed
Boys will be boys then, where are the wise men?
Darling, I'm scared (Ah)
[Pre-Chorus]
No cameras catch my muffled cries
I counted days, I counted miles
To see you there, to see you there
And now the storm is coming, but
[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you
[Bridge]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), just thought you should know
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win)
[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
Oh, I just thought you should know (You should know)
It's you and me, there's nothing like this (Like this)
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue (Paint it blue)
Voted most likely to run away with you
[Post-Chorus]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win), just thought you should know
[Outro]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
""She's a bad, bad girl"""
the lakes,5793971,Taylor Swift,1177,"[Verse 1]
Is it romantic how all my elegies eulogize me?
I'm not cut out for all these cynical clones
These hunters with cell phones
[Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
[Verse 2]
What should be over, burrowed under my skin
In heart-stopping waves of hurt
I've come too far to watch some namedropping sleaze
Tell me what are my words worth
[Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
[Bridge]
I want auroras and sad prose
I want to watch wisteria grow right over my bare feet
'Cause I haven't moved in years
And I want you right here
A red rose grew up out of ice frozen ground
With no one around to tweet it
While I bathe in cliffside pools
With my calamitous love and insurmountable grief
[Chorus]
Take me to the Lakes, where all the poets went to die
I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry
I'm setting off, but not without my muse
No, not without you"
Cornelia Street,4765965,Taylor Swift,1177,"[Verse 1]
We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrow head
Leading us home
[Chorus]
And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Verse 2]
Windows flung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone
[Pre-Chorus]
But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I
[Chorus]
I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Bridge]
You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen
[Chorus]
I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Post-Chorus]
I don't wanna lose you (Hope it never ends)
I'd never walk Cornelia Street again
I don't wanna lose you (Yeah)
[Outro]
""I rent a place on Cornelia Street""
I say casually in the car"
Bad Blood,551262,Taylor Swift,1177,"[Chorus]
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey
Now we got problems
And I don't think we can solve them
You made a really deep cut
And, baby, now we got bad blood, hey
[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin
What was shiny? Now it's all rusted
Did you have to hit me
Where I'm weak? Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughin' right at me
[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I
[Chorus]
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey
Now we got problems
And I don't think we can solve them
You made a really deep cut
And, baby, now we got bad blood, hey
[Verse 2]
Did you think we'd be fine?
Still got scars on my back from your knife
So don't think it's in the past
These kinda wounds, they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're comin' my way, just don't
[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I
[Chorus]
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey
Now we got problems
And I don't think we can solve them
You made a really deep cut
And, baby, now we've got bad blood, hey
[Bridge]
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes (Hey)
You say sorry just for show (Hey)
If you live like that, you live with ghosts (Hey), mmm
If you love like that, blood runs cold
[Chorus]
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey (Bad blood)
Now we got problems
And I don't think we can solve them (Don't think we can solve them)
You made a really deep cut
And, baby, now we got bad blood, hey ('Cause now we got bad blood)
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
'Cause, baby, now we got bad blood, hey (Ooh, woah)
Now we got problems
And I don't think we can solve them
You made a really deep cut
And, baby, now we got bad blood, hey"
’tis the damn season,6260163,Taylor Swift,1177,"[Verse 1]
If I wanted to know who you were hanging with
While I was gone, I would've asked you
It's the kind of cold, fogs up windshield glass
But I felt it when I passed you
There's an ache in you, put there by the ache in me
But if it's all the same to you
It's the same to me
[Chorus]
So we could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season
,
write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
And it always leads to you and my hometown
[Verse 2]
I parkеd my car right between the Methodist
And thе school that used to be ours
The holidays linger like bad perfume
You can run, but only so far
I escaped it too, remember how you watched me leave
But if it's okay with you, it's okay with me
[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown
[Bridge]
Sleep in half the day just for old times' sake
I won't ask you to wait if you don't ask me to stay
So I'll go back to L.A. and the so-called friends
Who'll write books about me if I ever make it
And wonder about the only soul
Who can tell which smiles I'm fakin'
And the heart I know I'm breakin' is my own
To leave the warmest bed I've ever known
We could call it even
Even though I'm leaving
And I'll be yours for the weekend
​'Tis the damn season
[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown
[Outro]
It always leads to you and my hometown"
London Boy,4782854,Taylor Swift,1177,"[Intro: Idris Elba &
James Corden
]
We can go drivin' in, on my scooter
Uh, you know, just 'round London (
Oh, I'd—
)
[Verse 1]
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent
[Pre-Chorus]
They say, ""Home is where the heart is""
But that's not where mine lives
[Chorus]
You know I love a London boy
I enjoy walkin' Camden Market in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (Ooh)
[Verse 2]
And now I love high tea, stories from Uni' and the West End
You can find me in the pub, we are watchin' rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time
[Pre-Chorus]
They say, ""Home is where the heart is""
But, God, I love the English
[Chorus]
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
[Bridge]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah
[Chorus]
You know I love a London boy
I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)
He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)
Boy (Oh), I fancy you (I fancy you; ooh)
[Outro]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)"
Sweet Nothing,8485919,Taylor Swift,1177,"[Verse 1]
I spy with my little tired eye
Tiny as a firefly
A pebble that we picked up last July
Down deep inside your pocket
We almost forgot it
Does it ever miss Wicklow sometimes?
Ooh, ooh
[Chorus]
They said the end is comin'
Everyone’s up to somethin'
I find myself runnin' home to your sweet nothings
Outside, they’re push and shovin'
You're in the kitchen hummin'
All that you ever wanted from me was sweet nothin'
[Verse 2]
On the way home
I wrote a poem
You say, ""What a mind""
This happens all the time
Ooh, ooh
[Chorus]
'Causе they said the end is comin'
Evеryone's up to somethin’
I find myself runnin’ home to your sweet nothings
Outside, they're push and shovin’
You're in the kitchen hummin'
All that you ever wanted from me was nothin'
[Bridge]
Industry disruptors and soul deconstructors
And smooth-talking hucksters out glad-handing each other
And the voices that implore, ""You should be doing more""
To you, I can admit that I’m just too soft for all of it
Ooh
[Chorus]
They said the end is comin'
Everyone's up to somethin'
I find myself runnin' home to your sweet nothings
Outside, they're push and shovin'
You're in the kitchen hummin'
All that you ever wanted from me was sweet nothin'
They said the end is comin' (They said the end is comin')
Everyone's up to somethin' (Everyone's up to somethin')
I find myself runnin' home to your sweet nothings
Outside, they're push and shovin' (Outside, they're push and shovin')
You're in the kitchen hummin' (You're in the kitchen hummin')
All that you ever wanted from me was sweet nothin'"
Afterglow,4782869,Taylor Swift,1177,"[Verse 1]
I blew things out of proportion, now you're blue
Put you in jail for something you didn’t do
I pinned your hands behind your back, oh
Thought I had reason to attack, but no
[Pre-Chorus 1]
Fighting with a true love is boxing with no gloves
Chemistry 'til it blows up, 'til there’s no us
Why'd I have to break what I love so much?
It's on your face, and I'm to blame, I need to say
[Chorus]
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don’t wanna do this to you (Ooh)
I don’t wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it’s all me, just don't go
Meet me in the afterglow
[Verse 2]
It's so excruciating to see you low
Just wanna lift you up and not let you go
This ultraviolet morning light below
Tells me this love is worth the fight, oh
[Pre-Chorus 2]
I lived like an island, punished you with silence
Went off like sirens, just crying
Why'd I have to break what I love so much?
It’s on your face, don't walk away, I need to say
[Chorus]
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
I'm sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow
[Bridge]
Tell me that you're still mine
Tell me that we'll be just fine
Even when I lose my mind
I need to say
Tell me that it's not my fault
Tell me that I'm all you want
Even when I break your heart
I need to say
[Chorus]
Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you (Ooh)
I don't wanna lose, I don't wanna lose this with you (Ooh)
I need to say, hey, it's all me, just don't go
Meet me in the afterglow"
Bigger Than The Whole Sky,8486443,Taylor Swift,1177,"[Verse 1]
No words appear before me in the aftermath
Salt streams out my eyes and into my ears
Every single thing I touch becomes sick with sadness
'Cause it's all over now, all out to sea
[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you
What could've been, would've been you
[Verse 2]
Did some bird flap its wings ovеr in Asia?
Did some force take you bеcause I didn't pray?
Every single thing to come has turned into ashes
'Cause it's all over, it's not meant to be
So I'll say words I don't believe
[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you
[Bridge]
What could've been, would've been you
What could've been, would've been
What should've been you
What could've been, would've been you
(What could've been, would've been you)
[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you"
